parameter,mean,std,median,5.0%,95.0%,n_eff,r_hat,player_id,player_name
beta_mu[0],1.720489263534546,0.36614125967025757,1.725673794746399,1.1489756107330322,2.307314872741699,1058.8364022327664,0.998897910118103,,
beta_mu[1],-0.034826457500457764,0.3384285569190979,-0.03453908860683441,-0.6006449460983276,0.47708627581596375,1308.304434152382,0.9987372756004333,,
beta_mu[2],0.7908371090888977,0.34909841418266296,0.7942882776260376,0.1582280993461609,1.3131532669067383,1221.403691790301,0.9995909929275513,,
beta_mu[3],0.5039615035057068,0.3561251163482666,0.4977031946182251,-0.039656031876802444,1.1084506511688232,1252.0291256173825,1.0005457401275635,,
beta_mu[4],0.9068991541862488,0.17189234495162964,0.9081940650939941,0.6151500344276428,1.1788206100463867,1392.4637505801804,1.0026838779449463,,
beta_sigma[0],0.017872538417577744,0.034989576786756516,0.016682926565408707,-0.03507122024893761,0.07344003021717072,1094.6644888956184,0.9984799027442932,,
beta_sigma[1],-0.0009463299065828323,0.034958984702825546,-0.001103259390220046,-0.05401286855340004,0.05835098773241043,1229.3048576272895,0.9981164932250977,,
beta_sigma[2],0.03598468005657196,0.03532690554857254,0.03657045587897301,-0.022658877074718475,0.09348198026418686,1516.1242272870336,0.9984482526779175,,
beta_sigma[3],0.02597099356353283,0.035253919661045074,0.02573205903172493,-0.030258415266871452,0.08543700724840164,1394.1385367691564,0.9984396696090698,,
beta_sigma[4],0.026080602779984474,0.013847660273313522,0.02609836310148239,0.00223931553773582,0.04849320277571678,1611.640166797217,0.9981250762939453,,
log_sigma_pos,2.0166120529174805,0.014950031414628029,2.0166916847229004,1.9915492534637451,2.0409157276153564,1649.764622431131,0.9981346130371094,,
mu_pos,11.975857734680176,0.39095139503479004,11.994227409362793,11.36884880065918,12.622302055358887,399.1971981220585,1.00511634349823,,
nu_offset,90.07738494873047,40.0252799987793,82.44346618652344,30.38359260559082,143.2163543701172,1909.5746574909597,0.9991018772125244,,
tau_mu,3.291259288787842,0.36496075987815857,3.2775230407714844,2.6901705265045166,3.8372647762298584,265.7468911342343,1.0051629543304443,,
tau_sigma,0.03758096694946289,0.02286432310938835,0.03513764590024948,0.0006879849825054407,0.0687323808670044,219.02686247712603,1.0052140951156616,,
z_mu[0],1.5739332437515259,0.33539319038391113,1.5735526084899902,1.025569200515747,2.068613052368164,1334.0161657791143,0.9991664290428162,00-0019596,Tom Brady
z_mu[1],0.9776168465614319,0.5419279336929321,0.9829914569854736,0.11365356296300888,1.8417142629623413,2003.672518980661,0.9987522959709167,00-0020531,Drew Brees
