parameter,mean,std,median,5.0%,95.0%,n_eff,r_hat,player_id,player_name
z_mu[263],-0.45535120368003845,0.9347737431526184,-0.44924911856651306,-1.9024096727371216,1.086342453956604,2158.3008764695824,1.0002762079238892,00-0039603,British Brooks
z_mu[264],-0.1902068853378296,0.9138009548187256,-0.1952274590730667,-1.6484020948410034,1.3049746751785278,1742.1611084970382,0.9992159008979797,00-0039617,Jacob Kibodi
z_mu[265],-0.3670540452003479,0.9327564835548401,-0.37686967849731445,-1.9625320434570312,1.0806968212127686,1687.574922720932,0.9989150762557983,00-0039703,Cody Schrader
z_mu[266],-0.7378374338150024,0.40032997727394104,-0.7427045106887817,-1.423362374305725,-0.09666842967271805,1560.738130114267,1.000077724456787,00-0039738,Blake Corum
z_mu[267],-0.19880513846874237,0.754184365272522,-0.21906934678554535,-1.5161458253860474,0.9682106971740723,2084.2511996166954,0.9987332224845886,00-0039746,Will Shipley
z_mu[268],-0.5521125197410583,0.8418539762496948,-0.5702162981033325,-1.834790825843811,0.8612558245658875,2025.821674233497,0.9980689883232117,00-0039757,Terrell Jennings
z_mu[269],-0.5485771894454956,0.5397104620933533,-0.5646499395370483,-1.417306900024414,0.33486035466194153,1904.4447256369942,0.9997072219848633,00-0039794,Braelon Allen
z_mu[270],-1.1493126153945923,0.6876826286315918,-1.1680562496185303,-2.322719097137451,-0.07136011123657227,1497.9442435360304,0.9986327886581421,00-0039796,Rasheen Ali
z_mu[271],0.009046337567269802,0.5796884894371033,0.019289307296276093,-0.8457237482070923,1.0070089101791382,1842.2795323116793,0.9988009929656982,00-0039798,Isaiah Davis
z_mu[272],-0.3029852509498596,0.9922533631324768,-0.2908822298049927,-1.9124647378921509,1.2283517122268677,1961.0150201989534,0.9986084699630737,00-0039811,MarShawn Lloyd
z_mu[273],-1.073926568031311,0.44952070713043213,-1.085723876953125,-1.7638002634048462,-0.31295597553253174,1488.2845292900167,0.999707043170929,00-0039874,Jaylen Wright
z_mu[274],0.1339946836233139,0.5543360114097595,0.11353008449077606,-0.7306419014930725,1.0413708686828613,1707.3513537597016,0.9980402588844299,00-0039875,Ray Davis
z_mu[275],-0.5694812536239624,0.543845534324646,-0.5902500152587891,-1.4417303800582886,0.31352877616882324,1678.1436230353443,0.9986900091171265,00-0039921,Trey Benson
z_sigma[0],-0.3032257556915283,0.9470019340515137,-0.3221334218978882,-1.8201196193695068,1.2243056297302246,2341.0962079625465,0.9984256625175476,00-0023500,Frank Gore
z_sigma[1],0.06851314008235931,0.9059414267539978,0.057946279644966125,-1.3813532590866089,1.5430678129196167,2995.3454444163713,0.9988933801651001,00-0025394,Adrian Peterson
z_sigma[2],-0.22580283880233765,0.9781076312065125,-0.22621440887451172,-1.7859822511672974,1.3907229900360107,1561.84929520224,1.0026018619537354,00-0027029,LeSean McCoy
z_sigma[3],-0.4492940604686737,0.8446783423423767,-0.4633375406265259,-1.7036012411117554,0.9073081016540527,2413.8234749094177,0.9984054565429688,00-0027966,Mark Ingram
z_sigma[4],-0.031039487570524216,0.8836285471916199,-0.07420121133327484,-1.7959355115890503,1.2048060894012451,1894.9153433352492,1.000760793685913,00-0028063,Taiwan Jones
z_sigma[5],0.08993645757436752,0.9881377816200256,0.11814047396183014,-1.4451583623886108,1.715322494506836,2148.6102334453517,0.9988560080528259,00-0028074,Anthony Sherman
z_sigma[6],-0.2105356603860855,0.9080696702003479,-0.1947435438632965,-1.70016610622406,1.2859528064727783,2846.1101768764397,0.9992467761039734,00-0028087,Dion Lewis
z_sigma[7],-0.08489786088466644,0.9609177112579346,-0.10138855129480362,-1.674923062324524,1.3943109512329102,2000.493920946413,0.9987198114395142,00-0029141,Alfred Morris
z_sigma[8],0.2610638439655304,0.8568013310432434,0.2548331618309021,-1.0437356233596802,1.7326184511184692,1883.0022452354372,0.9981083869934082,00-0029239,Brandon Bolden
z_sigma[9],0.021060515195131302,0.9904729723930359,0.0711832195520401,-1.5843974351882935,1.7021046876907349,2043.0400998822233,0.9992262125015259,00-0029615,Lamar Miller
z_sigma[10],0.07442408800125122,0.9172914028167725,0.05936484783887863,-1.4166464805603027,1.564085602760315,1855.4667532913645,0.9984456896781921,00-0030107,Theo Riddick
z_sigma[11],0.17620481550693512,0.789440393447876,0.1870982050895691,-1.241385579109192,1.332718014717102,2194.660524288442,1.0004312992095947,00-0030288,Rex Burkhead
z_sigma[12],0.04034975916147232,0.9405837059020996,0.023791883140802383,-1.3994075059890747,1.5982364416122437,1949.5216798789825,0.9987740516662598,00-0030404,Chris Thompson
z_sigma[13],0.8527340888977051,0.826046347618103,0.8528472185134888,-0.44980669021606445,2.2151122093200684,1736.332097147879,0.999098539352417,00-0030456,Giovani Bernard
z_sigma[14],-0.007558286655694246,0.936168909072876,-0.007082699332386255,-1.4525350332260132,1.5322297811508179,2182.6397919056326,0.9982879161834717,00-0030465,Kenjon Barner
z_sigma[15],-0.10217674821615219,0.908261775970459,-0.08959267288446426,-1.585795283317566,1.2751630544662476,2645.887502092544,0.9997692108154297,00-0030496,Le'Veon Bell
z_sigma[16],-0.5127481818199158,0.7511769533157349,-0.5037636160850525,-1.671718716621399,0.7266555428504944,2194.4779012466283,0.9981467127799988,00-0030513,Latavius Murray
z_sigma[17],1.0070668458938599,0.7200183272361755,1.0171501636505127,-0.0793372243642807,2.322673797607422,1520.4063925265054,0.9991992115974426,00-0030578,Cordarrelle Patterson
z_sigma[18],0.2179926484823227,0.8762388229370117,0.19971545040607452,-1.2380331754684448,1.6212382316589355,1878.4286675015999,0.9983354806900024,00-0030874,Damien Williams
z_sigma[19],0.0499541200697422,0.8673517107963562,0.0385439470410347,-1.4200314283370972,1.4370719194412231,1855.301752600686,0.9985135197639465,00-0031045,Carlos Hyde
z_sigma[20],0.46637722849845886,0.8277391791343689,0.48644983768463135,-0.8995274901390076,1.8040865659713745,1569.999461296729,0.9992136359214783,00-0031062,James White
z_sigma[21],-0.040802765637636185,0.9662331938743591,-0.020893830806016922,-1.5897413492202759,1.6104063987731934,1520.1320664002321,0.9986408352851868,00-0031209,Senorise Perry
